Angela's Ashes: A Memoir,Fiction_Nonfiction (admin Use Only),"When I look back on my childhood I wonder how I managed to survive at all. It was_ of course_ a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood_ and worse yet is the miserable Irish Catholic childhood.
So begins the luminous memoir of Frank McCourt_ born in Depression-era Brooklyn to Irish immigrants and raised in the slums of Limerick_ Ireland. Frank's mother_ Angela_ has no money to feed the children since Frank's father_ Malachy_ rarely works_ and when he does he drinks his wages.

Yet Malachy—exasperating_ irresponsible and beguiling—does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father's tales of Cuchulain_ who saved Ireland_ and of the Angel on the Seventh Step_ who brings his mother babies. Perhaps it is story that accounts for Frank's survival. Wearing rags for diapers_ begging a pig's head for Christmas dinner and gathering coal from the roadside to light a fire_ Frank endures poverty_ near-starvation and the casual cruelty of relatives and neighbors—yet lives to tell his tale with eloquence_ exuberance and remarkable forgiveness.",,,,,
Karen's Birthday,Fiction_Children & Young Adult_Family & Relationships,"It's Karen's birthday! She can't wait for all those presents. Karen is even having two parties - one at Daddy's house and one at Mommy's.
But what Karen really wants for her birthday is one party_ with her whole family together.
Will Karen's birthday wish come true?",,,,,
Karen's Haircut,Fiction_Children & Young Adult,"Karen feels like an ugly duckling. Her baby teeth are all falling out_ and she has to wear glasses_ too! Karen needs a new haircut to make her look glamorous.
But the beauty parlor lady cuts Karen's hair all wrong. Now she's uglier than ever! What will all the kids at school say?",,,,,
Karen's Sleepover,Fiction_Children & Young Adult_Family & Relationships,"Karen's having her first sleepover ever! She and her friends are going to tell spooky stories_ try on makeup_ and raid the refrigerator.
But then Karen and Nancy get into a big fight. Karen doesn't want Nancy to come to her party. A new girl comes instead_ and she is no fun! What will Karen do now?",,,,,
Karen's Grandmothers,Fiction_Children & Young Adult_Family & Relationships,"When Karen adopts a grandmother from Stoneybrook Manor_ she has more grandmas than anyone she knows - five! Karen thinks that is very special.
But Karen's new grandmother is so different! Grandma B makes Karen listen to old music. And she teaches Karen funny dances_ like the foxtrot.
Are five grandmothers too many for Karen?",,,,,
Karen's Prize,Fiction_Children & Young Adult,"Karen loves to spell words. She is very good at it_ too. First she wins the spelling bee in her class. Then Karen wins another spelling contest. And another...and another!
Soon_ Karen might be the best junior speller in the state of Connecticut. She's even going to be on TV!
Karen thinks that is so great. But her friends don't. They think Karen is a show-off!",,,,,
Karen's Ghost,Fiction_Children & Young Adult,"Karen thinks there's a ghost in her house! But she's never really seen the ghost of Old Ben Brewer - until now.
Karen and her stepsister Kristy have found out that Ben Brewer and his spooky friends are going to have a birthday party in her attic on Halloween night!
It used to be fun having a ghost around. But now Karen's not so sure!",,,,,
Karen's Big Top,Fiction_Children & Young Adult,"Karen is going to circus camp. And she loves it! She even makes a new friend_ Jillian_ who is a circus performer. Jillian tells Karen what it's like traveling from show to show. She even lets Karen help her with the circus animals.
Karen has gigundo fun learning all the circus activities. But now Karen has to choose one stunt to perform for the final show. The trapeze or the high wire? A clown or a juggler? Oh no! Karen can't make up her mind!",,,,,
Karen's Kittens,Fiction_Children & Young Adult,"Karen is super-excited when she finds a stray cat in the toolshed. Best of all_ the cat is about to have kittens! When they are born Karen sends out birth announcements. She picks out five special names.
Now it is time to give the kittens away. Finding five perfect homes is not easy. But Karen is determined to try!",,,,,
Karen's Ski Trip,Fiction_Children & Young Adult,"Karen can't wait to go to a ski resort at Shadow Lake. She is excited to spend time with her big-house family and try a new sport. Karen is sure she'll be a good skier.
But once she's on the slopes_ Karen keeps falling down. And Andrew is skiing like a pro! Boo. Karen hates skiing. Now what is she going to do on her ski trip?",,,,,
Karen's Lemonade Stand,Fiction_Children & Young Adult,"Karen sets up a lemonade stand in front of her house. But she has only a few customers. So Karen sells lemonade at a Krushers practice. Now business is booming. Karen is spending more time selling lemonade and less time playing softball.
Kristy is mad at Karen. Uh-oh. Can Karen play softball and sell lemonade?",,,,,
Rage,Fiction_Adventure_Wild Frontiers And Exotic Lands,"Never have the destinies of a nation and of a family been so dramatically entwined. In the decades after World War II_ South Africa struggles againts the tribal violence at its heart-between Englishman and Afrikaaner_ white and black-that threatens_ finally and irreparably_ to tear it apart.
It is a conflict most vividly played out in the savage rivalry between two men. Ruggedly sensual Shasa Courtney and coldly upright Manfred De La Rey-
half-brothers_ yet as different as British and Boer can be-share but one common trait: burning_ unrelenting ambition and hunger for power_ in a world battered by the 
ever-mounting revolutionary tides of black rage that threaten to engulf them.",,,,,
The Diamond Hunters,Fiction_Adventure_Male-Action/Adventure,"A diamond empire unites them. A struggle for power divides them.
Johnny Lance and Benedict van der Byl_ almost brothers_ have come to the crossroads of their lifetime rivalry. Far beneath the African earth waits a fabulous cache of mineral wealth that can enrich Johnny beyond any man's most fevered dream--or destroy him utterly. And years of hate that have mounted within Benedict's soul are about to tip the balance...",,,,,
Picture Maker,"Fiction_Historical_Prehistoric Epics, Ancient Civilizations, and Precontact Native Americans","In a remarkable and completely stirring epic_ Penina Keen Spinka unfolds a haunting and unforgettable novel and vividly brings to life a heroine whose journey across North America into Greenland brings her full circle with a destiny she cannot avoid.
Across the ocean_ the Crusades had ended. Three plagues devastated Europe_ killing Europeans by the hundreds of thousands. But in North America_ born into a powerful clan of women_ Picture Maker is gifted with the ability to etch drawings that foreshadow the future. Her prophecy of war saves her beloved Ganeogaono people_ but leads to her own brutal capture by the Algonquins. Through her courage and resilient spirit_ and aided by a remarkable storyteller_ she escapes her captors and finds refuge with the Naskapi_ a peace-loving tribe. Her journey does not end there_ however; Picture Maker's travels take her across North America and into the distant corners of the western hemisphere where she ultimately meets Halvard_ a Norse hunter who holds the key to the riddle of her birth. Together_ they sail to Greenland_ where Halvard's way of life comes under attack and Picture Maker is shunned as an outcast for her special gifts. Her fate comes full circle as she struggles to save her young daughter from being taken from her_ as she was long ago torn from her own clan.",,,,,
Mitla Pass,Fiction_Historical_Asia_Middle East,Gideon Zadok_ gifted young author of a successful World War II novel_ succumbs to the lure of Hollywood and all but destroys himself. Desperate to resurrect his career as a novelist_ he travels to Israel_ the proverbial Promised Land_ determined to find material for a new book. There he also finds Natasha Solomon_ a survivor of the Holocaust_ and her disturbed passion for him unleashes his own smoldering desires. Torn by love for his wife_ who supported him throughout his early years of failure and rejection_ and the uncontrollable lust of his new soulmate_ Gideon must come to grips with the frightening power of love-hate. On the eve of the '56 Sinai War_ Gideon evacuates his family_ leaves Natasha_ and joins the Israeli forces. He is parachuted to the key junction of Mitla Pass_ deep behind enemy lines. With the sounds of battle in the background_ Gideon wages a war no less violent within himself.,,,,,
The Seventh Stone,Fiction_Historical_World War II,A young man dies a hero in the Pacific in the closing months of World War II. His name is Norboru. His mission: that of a Kamikaze pilot. It is his lasting legacy that shadows this magnificent multi-generational saga spanning fifty years of war and peace--from Japan's grim wartime defeat to its stunning economic world triumph today.,,,,,
Revelation,Fiction_Fantasy_Secondary Worlds,"After being enslaved for sixteen years_ Seyonne has been set free. For his efforts in helping the Derzhi defeat the Lord of Demons_ his homeland of Ezzaria has been returned to his people. Despite whisperings that he's been tainted by his captivity_ Seyonne resumes the mantle of Warden_ which allows him to enter human souls to free them from demonic possession.
Then he confronts a demon whose purpose is not to drive humans to madness but to observe and learn about the world around it. Unable to find any malicious intent_ Seyonne allows the demon to live. But when his elders discover this violation of his oath_ they exile him from his vocation.
Now Seyonne must uncover the truth about the real relationship between the demons and the Ezzarians--before their endless war destroys the world they know...",,,,,
The Fire Rose,Fiction_Fantasy_Fairy Tales_Romantic Fantasy_Historical_Paranormal Powers_Elemental Magic,"Heiress Rosalind Hawkins was a throughly modern medieval scholar_ her road through life well planned and already embarked upon: by breaking new ground in the Groves of Academe she would show the world that brains and creativity trumped generd prejudice every time --- and make a name for herself in the process. But when her family fortune suddenly disappeared in a could of debt and recrimination Rosalind was forced to the traditional haven of a previously well-to-do woman fallen on hard times: she accepted employment as a governess. She wasn't quite sure how the job --- perhaps the only governess position ever on offer that required skill in medieval French --- had come her way_ but she did know that it would pay her several times more than she had expected to be able to earn.

But when she arrives at her employer's mansion overlooking San Francisco Bay_ Rosalind discovers that she is to be a governess in a house without children_ or even a wife_ and with only a single servant to keep the huge old house as immaculate as it was somehow kept. Furthermore_ it seemed that she was never to meet her employer face-to-face_ but merely to read to him through a speaking tube from ancient manuscripts in obscure and forgotten dialects. Still_ if she persevered she might be able to resume her chosen life-path a decade earlier than would otherwise be the case....


As time passes_ ""governess"" and employer learn first respect and then affection for each other. At last they do meet face-to-face_ and Rosalind learns Jason Cameron's terrible secret_ and despite_ or because of it_ she come to love him. And --- the earth moves....",,,,,
